,SA,SAlin,SAexp
82,1.233507107626466,2.137580880406167,1.3353184277967205
83,1.23375530346657,2.1620502341804704,1.3297340390040981
84,1.23375530346657,2.05866733739795,1.3249413030415647
85,1.2338583373894967,2.0250861111432026,1.3243855839691532
86,1.2338583373894967,1.9897821507323732,1.314606724997071
87,1.2328792416181658,1.9353990911086796,1.314606724997071
88,1.2231284506662998,1.81655205835018,1.2851734335287943
89,1.2231284506662998,1.7961487723299618,1.2521787317981066
90,1.2231284506662998,1.8420066652888283,1.2427781776208886
91,1.2231284506662998,1.7478335063267463,1.232300485485858
92,1.2119924571373801,1.7676226687967673,1.2180096302986887
93,1.2119924571373801,1.7354452406364214,1.2180096302986887
94,1.2051705681448432,1.6804612810189463,1.2165116362272665
95,1.2051705681448432,1.648801394124752,1.2165116362272665
96,1.2051705681448432,1.6116573978104436,1.2120283941518575
97,1.1977102207081243,1.5709112505977032,1.1982918830892209
98,1.1926218454032451,1.5715647632764935,1.1976336310651947
99,1.1819005292830347,1.560434864177715,1.1842856437675198
100,1.1819005292830347,1.5488403669380362,1.1786699958353868
